Calories_Burned,Fat_Percentage,BMI,Weight (kg),Height (m),Session_Duration (hours),Age,Avg_BPM,Experience_Level
0.22162162162162163,0.52,0.2894972833254207,0.7813896163919274,0.06000000000000005,0.52,0.04878048780487804,0.9387755102040818,1.0
0.7108108108108109,0.5279999999999999,0.279791106187688,0.4831304883685103,0.7000000000000002,0.6799999999999999,0.8048780487804879,0.5510204081632653,1.0
0.6452702702702704,0.6,0.0,0.0,0.6800000000000002,0.4666666666666666,0.8292682926829269,0.7346938775510203,2.0
0.6135135135135135,0.44799999999999995,0.45872237168328334,0.4399938376213219,0.2200000000000002,0.27999999999999997,0.4146341463414634,0.5510204081632653,2.0
0.5736486486486487,0.604,0.18315134251200094,0.4535510707132953,0.5,0.7066666666666668,0.07317073170731708,0.10204081632653095,1.0
0.7966216216216218,0.504,0.0,0.8947773840702511,0.3799999999999999,0.25999999999999995,0.7317073170731709,0.8571428571428572,2.0
0.3702702702702703,0.6959999999999998,0.3696787466371261,0.4153443229086428,0.56,0.4533333333333333,0.0,0.6938775510204085,2.0
0.2148648648648649,0.7320000000000001,0.23927836683019466,0.5422893236789401,0.41999999999999993,0.27999999999999997,0.0,0.5714285714285716,3.0
0.7844594594594596,0.28,0.394577201033919,0.3450932059775074,0.3999999999999999,0.15999999999999998,0.2439024390243903,0.7142857142857144,2.0
0.5128378378378378,0.0,0.48319881837843537,0.8331535972885533,0.0,0.6866666666666668,0.12195121951219517,0.3265306122448983,3.0
0.7513513513513514,0.616,0.5941868439099013,0.17624403019565554,0.6400000000000001,0.5999999999999999,0.2926829268292683,0.9795918367346941,1.0
0.2925675675675676,0.5,0.26248879042042517,0.03450932059775075,0.7799999999999998,1.0,0.0,0.8571428571428572,2.0
0.02364864864864863,0.6959999999999998,0.22746215118425916,0.18980126328762909,0.3599999999999999,0.36000000000000004,0.4634146341463415,0.5306122448979593,3.0
0.4574324324324324,0.9919999999999999,0.1350424645249776,0.769064859035588,0.2999999999999998,0.5133333333333334,0.7560975609756098,0.5714285714285716,2.0
0.2222972972972973,0.644,0.0,0.6840240332768448,0.8999999999999999,0.94,0.5853658536585367,0.10204081632653095,1.0
0.5513513513513513,0.52,0.2814791369942501,0.2304729625635496,0.96,1.0,0.21951219512195125,0.5102040816326534,3.0
0.38108108108108113,0.20799999999999996,0.0,0.11955014635649369,0.7200000000000002,0.4133333333333334,0.4146341463414634,0.5306122448979593,3.0
0.31621621621621626,0.6920000000000001,0.024476446695152254,0.5731012170697889,0.2999999999999998,0.38666666666666666,0.14634146341463422,1.0,1.0
0.5824324324324324,0.02799999999999997,0.14390462625942924,0.29086427360961337,0.56,0.56,0.6341463414634148,0.18367346938775508,1.0
0.40337837837837837,0.7400000000000001,0.30806562219760525,0.2304729625635496,0.16000000000000014,0.4266666666666666,0.8292682926829269,0.22448979591836737,2.0
0.9891891891891893,0.544,0.9305269821174237,0.20459097211523652,0.5,0.4133333333333334,0.7560975609756098,0.0,2.0
0.8216216216216217,0.7000000000000001,1.0,0.0,0.41999999999999993,0.5333333333333334,0.43902439024390244,1.0,1.0
0.4398648648648649,0.31999999999999995,0.1582528881152081,0.3413957787706055,0.45999999999999996,0.8400000000000001,0.12195121951219517,0.8571428571428572,1.0
0.3871621621621622,0.64,0.3084876298992457,0.0,0.48,0.6199999999999999,0.9268292682926831,0.5306122448979593,1.0
0.2648648648648649,0.16799999999999993,0.7009547924249618,0.3450932059775074,0.3799999999999999,0.48666666666666664,0.7317073170731709,0.48979591836734704,1.0
0.17770270270270272,0.7000000000000001,0.1662710344463788,0.3487906331844092,0.48,0.9333333333333333,0.14634146341463422,0.8367346938775513,2.0
0.541891891891892,0.856,0.1937015350530148,0.7283931597596671,0.43999999999999995,0.4266666666666666,0.09756097560975613,1.0,1.0
0.18851351351351353,0.684,0.3169277839320568,0.4054845170235712,0.2599999999999998,0.4066666666666667,0.04878048780487804,0.7346938775510203,2.0
0.4777027027027027,0.7240000000000001,0.0,0.0,0.3599999999999999,0.36000000000000004,0.6341463414634148,0.7346938775510203,3.0
0.45,0.7799999999999999,0.3439362768370523,0.22554305962101368,0.54,0.6066666666666667,0.3658536585365854,0.6734693877551021,1.0
0.11148648648648646,0.624,0.27261697525979856,0.0,0.2799999999999998,0.32,0.0,0.28571428571428603,3.0
0.6777027027027027,0.5599999999999999,0.587856728385293,0.07148359266676935,0.0,0.9866666666666666,1.0,0.34693877551020424,2.0
0.4243243243243244,0.19999999999999996,0.46041040248984555,0.15159451548297648,0.5,0.9466666666666665,0.21951219512195125,0.16326530612244916,2.0
0.40270270270270275,0.46799999999999997,0.5806825974574036,0.4473886920351256,0.8999999999999999,0.3,0.3658536585365854,0.10204081632653095,1.0
0.25405405405405407,0.132,0.506409241968666,0.46217840086273304,0.43999999999999995,0.5933333333333333,0.7073170731707319,0.6326530612244898,3.0
0.6114864864864866,0.644,0.0,0.3118163611153905,0.6000000000000001,0.15999999999999998,0.0,0.9183673469387754,3.0
0.5986486486486486,0.844,0.01730231576726282,0.0,0.16000000000000014,0.5266666666666666,0.6829268292682928,0.24489795918367374,2.0
0.6081081081081081,0.884,0.0,0.6938838391619164,0.2200000000000002,0.4399999999999999,0.21951219512195125,0.795918367346939,1.0
0.2979729729729729,0.488,0.36503666191908,0.11831767062085968,0.040000000000000036,0.7266666666666668,0.39024390243902446,0.5306122448979593,1.0
0.6824324324324325,1.0,0.15783088041356752,0.571868741334155,0.020000000000000018,0.48666666666666664,0.6585365853658538,0.795918367346939,3.0
0.4844594594594595,0.7679999999999999,0.4452181252307855,0.35002310892004324,0.7000000000000002,0.4399999999999999,0.902439024390244,0.6122448979591839,2.0
0.5060810810810812,0.42799999999999994,0.2637548135253469,0.20828839932213833,0.54,0.52,0.0,0.22448979591836737,2.0
0.5277027027027028,0.2559999999999999,0.17260114997098697,0.13680480665536904,0.8799999999999999,0.48666666666666664,0.5609756097560976,0.34693877551020424,2.0
0.1891891891891892,0.504,0.058659070528037205,0.09366815590818062,0.020000000000000018,0.1866666666666667,0.14634146341463422,0.0,1.0
0.568918918918919,0.32400000000000007,0.76045787835628,0.6014481589893699,0.3999999999999999,0.94,0.1951219512195122,1.0,2.0
0.454054054054054,0.648,0.0742733554887377,0.3389308272993376,0.3799999999999999,0.38000000000000006,0.0,1.0,3.0
0.3898648648648649,0.916,0.035448646937806694,0.6988137421044525,0.3999999999999999,1.0,0.26829268292682934,0.4285714285714288,3.0
0.8648648648648649,0.356,0.0,0.193498690494531,0.98,1.0,0.1951219512195122,0.44897959183673475,1.0
0.3459459459459459,0.848,0.37052276204040735,0.8873825296564475,0.41999999999999993,0.7466666666666668,0.6097560975609757,0.5306122448979593,1.0
0.9614864864864865,0.836,0.26670886743683075,0.43383145894315217,0.43999999999999995,0.6933333333333334,0.7317073170731709,1.0,2.0
0.6385135135135136,0.0,0.2207100279580103,0.39439223540286555,0.31999999999999984,0.24666666666666665,0.26829268292682934,0.48979591836734704,3.0
0.3628378378378378,0.5479999999999999,0.0,0.29086427360961337,0.7400000000000002,0.7066666666666668,0.9512195121951221,0.7755102040816326,1.0
0.22972972972972971,0.7520000000000001,0.06794323996412932,0.4399938376213219,0.1200000000000001,0.48666666666666664,0.09756097560975613,0.44897959183673475,3.0
0.4675675675675676,0.648,0.005908107822967801,0.2354028655060854,0.2400000000000002,0.3466666666666666,0.04878048780487804,0.14285714285714324,2.0
0.5358108108108108,0.5720000000000001,0.12829034129872874,0.016022184563241393,0.52,0.6133333333333333,0.5121951219512195,0.3265306122448983,2.0
0.6317567567567568,0.06399999999999995,0.4498602099488317,0.0,0.54,0.35333333333333333,0.5609756097560976,0.5714285714285716,1.0
0.5141891891891892,0.44799999999999995,0.14517064936435098,0.2920967493452474,0.8599999999999999,0.4533333333333333,0.5609756097560976,0.7142857142857144,1.0
0.8581081081081081,0.43200000000000005,0.26881890594503355,0.7394854413803729,0.5,0.6399999999999999,0.3170731707317073,1.0,2.0
0.9385135135135136,0.0,0.0,0.06162378678169772,0.3599999999999999,0.6666666666666667,0.04878048780487804,0.6938775510204085,1.0
0.5351351351351352,0.372,0.7423115471857363,0.0875057772300108,0.2200000000000002,0.5066666666666666,0.1951219512195122,0.36734693877551017,3.0
0.5324324324324325,0.9759999999999999,0.19412354275465538,0.39562471113849945,0.6600000000000001,0.72,0.4634146341463415,0.6530612244897962,2.0
0.7067567567567568,0.588,0.0,0.21568325373594216,0.6200000000000001,0.6466666666666667,1.0,1.0,2.0
0.970945945945946,0.664,0.32578994566650843,0.17624403019565554,0.7000000000000002,1.0,0.09756097560975613,0.48979591836734704,2.0
0.38175675675675674,0.5920000000000001,0.5144273882998366,0.29456170081651517,0.33999999999999986,0.7066666666666668,0.17073170731707316,0.48979591836734704,2.0
0.6797297297297298,0.18799999999999994,0.2325262436039457,0.20459097211523652,1.0,0.49999999999999994,0.34146341463414637,0.06122448979591866,3.0
0.3135135135135135,0.52,0.3540644616764257,0.35618548759821306,0.2999999999999998,0.4599999999999999,0.4634146341463415,0.24489795918367374,3.0
0.29054054054054057,0.7679999999999999,0.3266339610697895,0.681559081805577,0.43999999999999995,0.6599999999999999,0.26829268292682934,1.0,3.0
0.5351351351351352,0.4159999999999999,0.5701324049163897,0.6938838391619164,1.0,1.0,0.2926829268292683,0.3265306122448983,2.0
0.7358108108108108,0.48,0.9153347048583637,0.5472192266214759,0.48,0.6333333333333333,0.2439024390243903,0.44897959183673475,1.0
0.6310810810810812,0.7640000000000001,0.37600886216173457,0.25265752580496076,0.08000000000000007,0.5133333333333334,0.3658536585365854,0.12244897959183687,2.0
0.4912162162162162,0.30799999999999994,0.5591602046737353,0.12078262209212759,0.3799999999999999,0.5800000000000001,0.7317073170731709,0.4693877551020411,3.0
0.41621621621621624,0.82,0.8094107717465845,0.0887382529656448,0.6200000000000001,0.4599999999999999,0.34146341463414637,0.18367346938775508,2.0
0.42770270270270266,0.384,0.269240913646674,0.2008935449083346,0.18000000000000016,0.6466666666666667,0.878048780487805,1.0,2.0
0.37905405405405407,0.66,0.20214168908582586,0.06162378678169772,0.6800000000000002,0.5333333333333334,0.7560975609756098,0.795918367346939,2.0
0.5155405405405407,0.588,0.5418578889064726,0.5878909258973966,0.6800000000000002,0.5800000000000001,0.853658536585366,0.6530612244897962,2.0
0.3168918918918919,0.628,0.3502663923616607,0.07518101987367126,0.7000000000000002,0.5666666666666667,0.878048780487805,0.8571428571428572,1.0
0.445945945945946,0.856,0.9237748588911748,0.3672777692189186,0.6400000000000001,0.9333333333333333,0.0,0.9795918367346941,2.0
0.7608108108108109,0.11599999999999999,0.2848551986073746,0.4831304883685103,0.54,0.4666666666666666,0.0,0.34693877551020424,2.0
0.252027027027027,0.8079999999999999,0.48151078757187327,0.25389000154059477,0.52,0.5866666666666667,0.26829268292682934,0.5714285714285716,2.0
0.6297297297297297,0.512,0.03418262383288506,0.163919272839316,0.45999999999999996,0.4000000000000001,0.09756097560975613,0.48979591836734704,1.0
0.46216216216216216,0.552,0.1329324260167749,0.6864889847481128,0.7000000000000002,0.6266666666666667,0.04878048780487804,0.3265306122448983,2.0
0.3898648648648649,0.43599999999999994,0.26881890594503355,0.21445077800030815,0.48,0.72,0.26829268292682934,0.9183673469387754,1.0
0.5202702702702704,0.5479999999999999,0.3283219918763518,0.5829610229548605,0.7999999999999998,0.9133333333333333,0.7073170731707319,0.8979591836734695,2.0
0.6182432432432432,0.7359999999999999,0.30975365300416735,0.3118163611153905,0.5,0.05333333333333329,0.04878048780487804,0.3265306122448983,1.0
0.8040540540540542,0.32400000000000007,0.08229150181990819,0.4831304883685103,0.31999999999999984,0.72,0.0,0.6938775510204085,1.0
0.5148648648648648,0.30799999999999994,0.2308382127973836,0.4165767986442767,0.5,0.76,0.0,0.5918367346938775,1.0
0.07837837837837835,0.616,0.3523764308698635,0.32414111847173016,0.52,0.6266666666666667,0.3658536585365854,0.0,3.0
0.32229729729729734,0.055999999999999994,0.4334019095848499,0.4042520412879372,0.6400000000000001,0.48666666666666664,0.21951219512195125,0.3265306122448983,3.0
0.2648648648648649,0.5359999999999999,1.0,0.1232475735633955,0.5,1.0,0.48780487804878053,0.30612244897959195,1.0
0.247972972972973,0.5279999999999999,0.3169277839320568,0.6593745185641657,0.7000000000000002,0.34,0.26829268292682934,0.9591836734693877,1.0
0.4317567567567568,0.828,0.18104130400379803,0.5422893236789401,0.8799999999999999,0.6466666666666667,0.878048780487805,0.26530612244897966,1.0
0.45472972972972975,0.852,0.1662710344463788,0.18856878755199508,0.45999999999999996,0.4000000000000001,0.4634146341463415,0.28571428571428603,2.0
0.4662162162162163,0.15600000000000003,0.0,0.32783854567863197,0.7000000000000002,0.25333333333333335,0.07317073170731708,0.020408163265306367,1.0
0.6783783783783783,0.64,0.12575829508888547,0.31797873979356034,0.2400000000000002,0.5666666666666667,0.07317073170731708,0.14285714285714324,1.0
0.2081081081081081,0.2559999999999999,0.013082238750857234,0.24403019565552303,0.20000000000000018,0.4666666666666666,0.1951219512195122,0.6326530612244898,3.0
0.3040540540540541,0.5840000000000001,0.9144906894550827,0.49668772146048373,0.8799999999999999,0.8133333333333332,0.5853658536585367,1.0,2.0
0.2918918918918919,0.0,0.1582528881152081,1.0,0.3999999999999999,0.5866666666666667,0.3170731707317073,1.0,3.0
0.7743243243243243,0.868,0.6693042148019203,0.0,0.5,1.0,0.7804878048780488,1.0,3.0
0.8283783783783785,0.0,0.07722740940022155,0.6371899553227547,0.43999999999999995,0.23999999999999994,0.8048780487804879,0.34693877551020424,1.0
0.8195945945945946,0.476,0.2266181357809781,0.3056539824372208,0.6400000000000001,0.9533333333333334,0.0,0.7346938775510203,2.0
0.39864864864864863,0.33599999999999997,0.3477343461518173,0.24772762286242495,0.2599999999999998,0.013333333333333364,0.878048780487805,0.795918367346939,1.0
1.0,0.58,0.0,0.2341703897704514,0.45999999999999996,0.5733333333333335,0.48780487804878053,0.28571428571428603,1.0
0.7716216216216216,0.42799999999999994,0.28654322941393684,0.07764597134493917,0.3799999999999999,0.76,0.4634146341463415,0.4285714285714288,2.0
0.3844594594594594,0.264,0.8756659809041517,0.331535972885534,0.3799999999999999,0.5800000000000001,0.07317073170731708,0.5918367346938775,2.0
0.6500000000000001,0.588,0.0,0.0,0.8599999999999999,0.4599999999999999,0.024390243902439046,0.7755102040816326,3.0
0.6364864864864865,0.5720000000000001,0.26881890594503355,0.4806655368972424,0.20000000000000018,0.7266666666666668,0.34146341463414637,0.5918367346938775,2.0
0.6351351351351351,0.828,0.5697103972147491,0.1244800492990295,0.7000000000000002,0.2733333333333334,0.43902439024390244,0.40816326530612246,2.0
0.6324324324324324,1.0,0.24687450545972478,0.3857649052534278,0.54,0.56,0.12195121951219517,0.28571428571428603,3.0
0.8729729729729732,0.7640000000000001,0.03840270084929054,0.3487906331844092,0.5,0.54,0.6585365853658538,0.26530612244897966,2.0
0.31554054054054054,0.7200000000000001,0.20425172759402865,0.33030349714989987,0.2200000000000002,0.76,0.5121951219512195,0.14285714285714324,1.0
0.4918918918918919,0.368,0.3502663923616607,0.17131412725311973,0.3599999999999999,0.7266666666666668,0.6585365853658538,0.4285714285714288,3.0
1.0,0.03999999999999998,0.16669304214801928,0.703743645046988,0.7200000000000002,0.5933333333333333,0.3658536585365854,0.14285714285714324,1.0
0.4364864864864865,0.7359999999999999,0.3709447697420478,0.0,0.14000000000000012,0.5466666666666666,0.21951219512195125,1.0,2.0
0.4324324324324324,0.668,0.3397161998206468,0.272377137575104,0.7000000000000002,0.52,0.4634146341463415,0.6326530612244898,1.0
0.6141891891891893,0.5920000000000001,0.332964076594398,0.25512247727622867,0.45999999999999996,0.56,0.2439024390243903,0.08163265306122458,1.0
0.497972972972973,0.472,0.02869652371155773,0.08504082575874289,0.6800000000000002,0.5266666666666666,0.0,0.5510204081632653,1.0
0.4641891891891892,0.0,0.40976947829297894,0.6260976737020489,0.31999999999999984,0.8466666666666667,0.0,0.28571428571428603,2.0
0.21554054054054056,0.652,0.08229150181990819,0.04929902942535819,0.5800000000000001,0.8933333333333333,0.14634146341463422,0.8979591836734695,2.0
0.31216216216216214,0.68,0.0801814633117055,0.43259898320751805,0.7200000000000002,0.5266666666666666,0.21951219512195125,0.9183673469387754,2.0
0.5831081081081082,0.9800000000000001,0.0,0.42150670158681264,0.41999999999999993,0.36666666666666664,0.12195121951219517,0.6122448979591839,1.0
0.18851351351351353,0.628,0.9604895289339032,0.22431058388537978,0.7000000000000002,0.5733333333333335,0.12195121951219517,0.20408163265306145,1.0
0.3527027027027027,0.0,0.13757451073482097,0.31921121552919435,0.45999999999999996,0.7733333333333332,0.17073170731707316,0.6326530612244898,1.0
0.6864864864864866,0.44400000000000006,0.3405602152239279,0.4769681096903406,0.3599999999999999,0.52,0.12195121951219517,0.24489795918367374,2.0
0.7587837837837839,0.44799999999999995,0.3460463153452551,0.42150670158681264,0.52,0.32,0.6097560975609757,0.4285714285714288,3.0
0.7824324324324325,0.6959999999999998,0.0,0.1984285934370668,1.0,0.36000000000000004,0.0,0.0,2.0
0.589864864864865,0.4840000000000001,0.8727119269926676,0.02588199044831313,0.7200000000000002,0.2733333333333334,0.6585365853658538,0.18367346938775508,1.0
0.5743243243243243,0.7959999999999999,0.2658648520335497,0.0,0.45999999999999996,0.09333333333333332,0.0,0.020408163265306367,3.0
0.6858108108108107,0.908,0.3730548082502506,0.0,0.7000000000000002,1.0,0.0,0.48979591836734704,2.0
0.3310810810810811,0.576,0.43255789418156887,0.3118163611153905,0.6200000000000001,0.16666666666666669,0.04878048780487804,0.9795918367346941,2.0
0.46959459459459457,0.68,0.021100385082027828,0.0,0.5,1.0,0.09756097560975613,0.7142857142857144,1.0
0.5567567567567568,0.0,0.23379226670886744,0.8343860730241874,0.98,1.0,0.2439024390243903,0.18367346938775508,1.0
0.4567567567567568,0.0,0.3266339610697895,0.0,0.6000000000000001,1.0,0.0,0.0,1.0
0.5716216216216217,0.664,0.0,0.3697427206901865,0.6200000000000001,0.5333333333333334,0.9512195121951221,0.6938775510204085,3.0
0.5344594594594594,0.36,0.21648995094160473,0.28593437066707755,0.18000000000000016,0.6599999999999999,0.902439024390244,0.9795918367346941,2.0
0.11283783783783785,0.6880000000000001,0.3418262383288496,0.36481281774765056,0.41999999999999993,0.32,0.7804878048780488,1.0,2.0
0.40608108108108104,0.836,0.15572084190536484,0.20952087505777234,0.52,0.8800000000000001,0.34146341463414637,0.8163265306122449,3.0
0.4628378378378379,0.54,0.0,0.4412263133569558,0.7400000000000002,1.0,0.04878048780487804,0.8775510204081636,3.0
0.5614864864864866,0.508,0.14939072638075646,0.18117393313819147,0.20000000000000018,0.7533333333333332,0.0,0.7346938775510203,2.0
1.0,0.8119999999999999,0.5600042200770164,0.273609613310738,0.3799999999999999,0.49333333333333335,0.2926829268292683,0.28571428571428603,2.0
0.3236486486486487,0.5920000000000001,1.0,0.7086735479895241,1.0,0.4466666666666666,0.0,0.795918367346939,1.0
0.7054054054054055,0.7440000000000001,0.552830089149127,0.13557233091973503,0.1200000000000001,0.6066666666666667,0.3170731707317073,0.40816326530612246,2.0
0.6587837837837838,0.7400000000000001,0.6562219760510631,0.13064242797719922,0.7799999999999998,0.5800000000000001,0.0,0.20408163265306145,2.0
0.625,0.7840000000000001,0.09284169436092216,0.382067478046526,0.6200000000000001,0.9133333333333333,0.3170731707317073,0.7755102040816326,2.0
0.7871621621621623,0.7359999999999999,0.4047053858732923,0.3697427206901865,0.48,1.0,0.2439024390243903,1.0,2.0
0.9716216216216218,0.7479999999999999,0.042622777865696126,0.21938068094284396,0.7400000000000002,0.6399999999999999,0.12195121951219517,0.44897959183673475,2.0
0.24054054054054053,0.42000000000000004,0.24940655166956804,0.3364658758280697,0.2200000000000002,0.23999999999999994,0.7317073170731709,0.38775510204081653,2.0
0.6905405405405405,0.44400000000000006,0.24307643614495966,0.4128793714373749,0.56,1.0,0.8292682926829269,0.8571428571428572,3.0
0.7722972972972972,0.268,0.4253837632536793,0.6741642273917734,0.040000000000000036,0.5999999999999999,0.0,0.4285714285714288,2.0
0.4047297297297297,0.668,0.5857466898770903,0.0,0.7799999999999998,0.5333333333333334,0.7073170731707319,0.38775510204081653,3.0
0.1506756756756757,0.7320000000000001,0.1996096428759826,0.28963179787397936,0.020000000000000018,0.48666666666666664,0.878048780487805,0.5510204081632653,3.0
0.15540540540540543,0.01200000000000001,0.6085351057656802,0.24772762286242495,0.41999999999999993,0.36000000000000004,0.09756097560975613,0.8367346938775513,1.0
0.3108108108108108,0.7640000000000001,0.23590230521707023,0.3746726236327224,0.2400000000000002,0.5800000000000001,0.6097560975609757,0.40816326530612246,1.0
0.729054054054054,0.21199999999999997,0.07469536319037828,0.0,0.54,0.17333333333333328,0.3170731707317073,0.14285714285714324,2.0
0.3560810810810811,0.6920000000000001,0.8482354802975155,0.19103373902326298,0.0,0.15333333333333332,0.7317073170731709,0.26530612244897966,3.0
0.0695945945945946,0.472,0.44479611752914494,0.4399938376213219,0.45999999999999996,0.3466666666666666,0.8048780487804879,0.5510204081632653,3.0
0.22702702702702704,0.608,0.04473281637389892,0.6852565090124787,0.0,0.0,0.12195121951219517,0.6530612244897962,1.0
0.3655405405405406,0.388,0.20045365827926365,0.7702973347712216,0.5800000000000001,0.6933333333333334,0.6097560975609757,0.36734693877551017,2.0
0.672972972972973,0.5920000000000001,0.35322044627314464,0.20459097211523652,0.9199999999999999,1.0,0.7804878048780488,1.0,2.0
0.9506756756756758,0.32799999999999996,0.0,0.0,0.33999999999999986,0.5933333333333333,0.2926829268292683,0.0,1.0
0.9885135135135137,0.7479999999999999,0.1544548188004432,0.43013403173625037,0.31999999999999984,0.8200000000000001,0.17073170731707316,0.36734693877551017,1.0
0.5655405405405405,0.0,0.4063934166798544,0.5274996148513327,0.5800000000000001,0.4533333333333333,0.024390243902439046,0.14285714285714324,3.0
0.4912162162162162,0.5599999999999999,0.4726486258374216,0.0,0.8599999999999999,0.6266666666666667,0.6585365853658538,0.4285714285714288,1.0
0.6290540540540541,0.8040000000000002,0.5701324049163897,0.4104144199661069,0.41999999999999993,0.5733333333333335,0.5609756097560976,0.7755102040816326,3.0
0.6554054054054055,0.18799999999999994,0.3620826080075962,0.18856878755199508,0.96,0.21999999999999992,0.853658536585366,1.0,2.0
0.9263513513513515,0.7000000000000001,0.49332700321780887,0.6889539362193808,0.3799999999999999,0.4799999999999999,0.4146341463414634,0.18367346938775508,3.0
0.4074324324324325,0.5559999999999999,0.5638022893917815,0.6113079648744415,0.2400000000000002,0.39333333333333337,0.3658536585365854,0.34693877551020424,1.0
1.0,0.684,0.025742469800073886,0.5706362655985211,0.7200000000000002,0.5066666666666666,0.07317073170731708,0.4693877551020411,2.0
0.541891891891892,0.7559999999999999,0.0,0.3857649052534278,0.45999999999999996,0.9533333333333334,0.21951219512195125,0.8571428571428572,1.0
0.7655405405405407,0.652,1.0,0.03327684486211685,0.6400000000000001,0.49333333333333335,0.3658536585365854,0.5102040816326534,1.0
0.5412162162162162,0.504,0.004220077016405588,0.7801571406562933,0.43999999999999995,0.10666666666666669,0.3658536585365854,0.8571428571428572,1.0
0.329054054054054,0.872,0.5549401276573297,0.4535510707132953,0.43999999999999995,0.5066666666666666,0.3658536585365854,0.12244897959183687,1.0
